dataset,ml1m
gpu,1
k,10
num_epochs,2000
print_freq,50
train_dir,default

There are 6040 users 3416 items 

Average sequence length: 163.49850993377484

Maximum length of sequence: 2275

--- Starting trial: run-0
{'learning rate': 0.0005, 'max len': 50, 'batch size': 128, 'user hidden units': 100, 'item hidden units': 50, 'num blocks': 2, 'num heads': 1, 'dropout rate': 0.2, 'sse prob user': 0.08, 'sse prob item': 0.08, 'l2 emb': 0.0}
[0, 0.0, 0.04865, 0.10530, 0.04288, 0.09272],
[50, 46.76, 0.22446, 0.40397, 0.22780, 0.41126],
[100, 180.72, 0.23466, 0.42583, 0.23832, 0.43096],
[150, 401.54, 0.23650, 0.42831, 0.23859, 0.42914],
[200, 709.00, 0.24110, 0.43344, 0.24382, 0.43675],
[250, 1103.06, 0.24808, 0.44222, 0.24731, 0.44172],
[300, 1583.95, 0.25090, 0.44950, 0.25265, 0.44570],
[350, 2151.42, 0.25249, 0.45613, 0.25295, 0.45414],
[400, 2805.26, 0.25545, 0.45629, 0.25615, 0.45530],
[450, 3545.61, 0.26140, 0.45381, 0.26073, 0.46175],
[500, 4372.35, 0.26328, 0.45728, 0.26454, 0.45695],
[550, 5285.39, 0.26495, 0.46225, 0.26864, 0.46192],
[600, 6284.60, 0.26533, 0.46142, 0.26743, 0.46275],
[650, 7371.05, 0.27343, 0.46821, 0.27249, 0.46606],
[700, 8543.79, 0.27413, 0.47434, 0.27361, 0.46987],
[750, 9803.24, 0.27662, 0.47947, 0.27475, 0.46705],
[800, 11149.69, 0.27029, 0.47119, 0.27203, 0.46821],
[850, 12583.05, 0.27576, 0.47450, 0.27376, 0.46556],
[900, 14103.64, 0.27773, 0.47599, 0.27569, 0.47202],
[950, 15711.28, 0.27257, 0.47202, 0.27359, 0.46921],
[1000, 17406.11, 0.27879, 0.48377, 0.27617, 0.46838],
[1050, 19187.89, 0.27709, 0.47699, 0.27846, 0.47649],
[1100, 21057.17, 0.27164, 0.47268, 0.27203, 0.46374],
[1150, 23013.71, 0.27872, 0.47434, 0.27257, 0.46755],
[1200, 25057.42, 0.27501, 0.47235, 0.27617, 0.47202],
[1250, 27188.33, 0.27701, 0.47252, 0.27675, 0.47334],
[1300, 29406.52, 0.28191, 0.48262, 0.28195, 0.48245],
[1350, 31711.80, 0.28133, 0.48113, 0.27974, 0.47798],
[1400, 34103.95, 0.28311, 0.48576, 0.28174, 0.47715],
[1450, 36582.74, 0.27808, 0.47467, 0.27748, 0.47368],
[1500, 39148.30, 0.27881, 0.47831, 0.27418, 0.47252],
[1550, 41800.34, 0.27581, 0.48079, 0.27625, 0.47517],
[1600, 44539.25, 0.28062, 0.48063, 0.27751, 0.47268],
[1650, 47363.62, 0.27923, 0.47583, 0.27560, 0.46838],
[1700, 50275.69, 0.28435, 0.48311, 0.27994, 0.47450],
[1750, 53275.24, 0.27475, 0.47450, 0.27316, 0.47318],
[1800, 56361.39, 0.28306, 0.48477, 0.27963, 0.47616],
[1850, 59534.24, 0.28343, 0.47798, 0.28150, 0.48013],
[1900, 62794.60, 0.28638, 0.48659, 0.28194, 0.47649],
[1950, 66142.31, 0.28278, 0.48593, 0.27802, 0.47848],
[2000, 69576.19, 0.28232, 0.48295, 0.27849, 0.47384],
--- Starting trial: run-1
{'learning rate': 0.0005, 'max len': 50, 'batch size': 128, 'user hidden units': 100, 'item hidden units': 50, 'num blocks': 2, 'num heads': 1, 'dropout rate': 0.2, 'sse prob user': 0.08, 'sse prob item': 0.9, 'l2 emb': 0.0}
[0, 0.0, 0.04370, 0.09520, 0.04381, 0.09735],
[50, 29.95, 0.43878, 0.70877, 0.42048, 0.68228],
[100, 130.08, 0.54911, 0.80050, 0.52380, 0.76970],
[150, 300.42, 0.58758, 0.81970, 0.56742, 0.79983],
[200, 540.48, 0.59783, 0.82831, 0.57730, 0.80960],
[250, 850.68, 0.61048, 0.83278, 0.58106, 0.80993],
[300, 1230.96, 0.61028, 0.83328, 0.58744, 0.81225],
